Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02 00:00:00-05:00,124.45999908447266,124.87999725341797,123.70999908447266,124.13999938964844,84.79398345947266,4540300
2014-01-03 00:00:00-05:00,124.5999984741211,124.88999938964844,123.86000061035156,124.3499984741211,84.93740844726562,3506000
2014-01-06 00:00:00-05:00,124.58999633789062,124.80000305175781,123.5199966430664,124.0199966430664,84.71200561523438,4252300
2014-01-07 00:00:00-05:00,124.41999816894531,125.31999969482422,123.6500015258789,125.06999969482422,85.42919921875,4563300
2014-01-08 00:00:00-05:00,124.44000244140625,124.45999908447266,122.75,123.29000091552734,84.21338653564453,8282500
2014-01-09 00:00:00-05:00,123.41999816894531,123.41999816894531,122.0199966430664,123.29000091552734,84.21338653564453,5643500
2014-01-10 00:00:00-05:00,122.5,122.83999633789062,120.37000274658203,121.01000213623047,82.65603637695312,8127500
2014-01-13 00:00:00-05:00,120.80999755859375,120.9000015258789,119.01000213623047,119.25,81.453857421875,6504200
2014-01-14 00:00:00-05:00,119.4000015258789,119.75,118.80000305175781,119.56999969482422,81.67242431640625,6904600
2014-01-15 00:00:00-05:00,119.69000244140625,120.06999969482422,119.05000305175781,119.18000030517578,81.40604400634766,5829300
2014-01-16 00:00:00-05:00,119.11000061035156,119.29000091552734,118.19000244140625,118.83000183105469,81.1669692993164,5041100
2014-01-17 00:00:00-05:00,119.02999877929688,120.37999725341797,118.73999786376953,119.29000091552734,81.48118591308594,7199700
2014-01-21 00:00:00-05:00,120.73999786376953,120.88999938964844,119.51000213623047,120.36000061035156,82.2120361328125,5602300
2014-01-22 00:00:00-05:00,120.51000213623047,120.76000213623047,119.97000122070312,120.43000030517578,82.25987243652344,4977500
2014-01-23 00:00:00-05:00,119.83999633789062,119.8499984741211,118.26000213623047,118.38999938964844,80.86643981933594,6205800
2014-01-24 00:00:00-05:00,117.87000274658203,118.13999938964844,116.26000213623047,116.29000091552734,79.4320297241211,7094900
2014-01-27 00:00:00-05:00,116.26000213623047,117.25,115.87999725341797,116.43000030517578,79.52765655517578,6179500
2014-01-28 00:00:00-05:00,116.72000122070312,117.02999877929688,116.06999969482422,116.83999633789062,79.80770111083984,4303700
2014-01-29 00:00:00-05:00,116.13999938964844,116.88999938964844,115.70999908447266,116.0,79.23394775390625,5522100
2014-01-30 00:00:00-05:00,116.30999755859375,116.95999908447266,115.18000030517578,116.44999694824219,79.54132843017578,5538700
2014-01-31 00:00:00-05:00,113.9000015258789,113.9000015258789,111.11000061035156,111.62999725341797,76.24901580810547,15523500
2014-02-03 00:00:00-05:00,112.3499984741211,112.45999908447266,110.54000091552734,111.13999938964844,75.914306640625,11275300
2014-02-04 00:00:00-05:00,111.86000061035156,112.04000091552734,110.48999786376953,110.83000183105469,75.70256805419922,9717200
2014-02-05 00:00:00-05:00,111.0,111.0,109.2699966430664,109.5199966430664,74.80777740478516,10562900
2014-02-06 00:00:00-05:00,110.11000061035156,111.3499984741211,109.91000366210938,111.2699966430664,76.00311279296875,7983300
2014-02-07 00:00:00-05:00,111.91000366210938,112.12000274658203,110.38999938964844,112.05000305175781,76.53587341308594,7071800
2014-02-10 00:00:00-05:00,112.47000122070312,112.47000122070312,111.08000183105469,111.69000244140625,76.28999328613281,9251300
2014-02-11 00:00:00-05:00,112.02999877929688,113.87000274658203,111.94999694824219,113.58000183105469,77.58096313476562,6874700
2014-02-12 00:00:00-05:00,112.88999938964844,112.88999938964844,111.80999755859375,112.02999877929688,77.20194244384766,6422100
2014-02-13 00:00:00-05:00,111.7300033569336,112.73999786376953,111.18000030517578,112.51000213623047,77.53270721435547,5061600
2014-02-14 00:00:00-05:00,112.58000183105469,113.83000183105469,111.58999633789062,113.4800033569336,78.20117950439453,6776400
2014-02-18 00:00:00-05:00,113.86000061035156,114.11000061035156,112.5999984741211,112.70999908447266,77.67052459716797,6106600
